,shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
51,ASICS Gel-Kayano 14 White Tuna Blue, ASICS, 1201A019-101, 160, 169, 130, 130, 6374feabeae4ab372ce3e5ee, ASICS Gel-Kayano 14, White/Tuna Blue, 2020-12-29, Keeping in line with the look of the 2008 original the Gel Kayano 14 'Tuna Blue' released in December 2020. The shoe's upper is built wiht mesh finished in white and contrasted by black throughout. Silver and Tuna Blue highlight the design with the latter color also making its way to the visible Gel inserts in the heel of the midsole which provide cushioning. A black rubber outsole is included for traction.
52,ASICS Gel-Kayano 27 Vivienne Westwood Tan, ASICS, 1201A116-300, 305, 200, 199, 199, 6374feabeae4ab372ce3e5ef, ASICS Gel-Kayano 27, Tan/Brown-Orange, 2021-04-30, The Vivienne Westwood x Gel Kayano 27 DE 'Lichen Green Brown' released as part of a larger collection with the British fashion designer. Emerging with a deconstructed look the upper sports a beigh ripstop base bolstered by no-sew overlays and accented by broken white netting along the base of the shoe. The lateral side includes printed Tiger stripes and Vivienne Westwood's orb logo while a molded TPU heel counter is included for stability. Underfoot a FlyteFoam Propel midsole works with visible Gel in the heel to provide cushioning.
53,ASICS Gel-1090 Andersson Bell Black Silver, ASICS, 1203A115-006, 120, 904, 380, 380, 6374feabeae4ab372ce3e5f0, ASICS Gel-1090, Black/Silver, 2021-04-30, The Seoul fashion brand teamed up with ASICS to create the Andersson Bell x Gel 1090 'Black Silver' part of a larger collection. Drawing from mountain climbing boots the shoe's upper emerges with a mix of mesh and synthetic leather finished in black and silver and secured by a traditional lacing system. Bungee cords worked through webbing straps and metal speeds hooks add to the aesthetic while underfoot an EVA midsole with Gel in the heel provides cushioning.
54,ASICS Gel-Sokat 2 Kiko Kostadinov Blue, ASICS, 1023A011.020, 160, 350, 614, 614, 6374feabeae4ab372ce3e5f2, ASICS Gel-Sokat 2, Blue/Black, 2019-08-08, A collaboration between ASICS and Bulgarian fashion designer Kiko Kostadinov the Kiko Kostadinov x Gel Sokat Infinity 2 'Blue' released in August 2019. The shoe's hexagonal mesh upper appears in blue overlaid by patent leather and molded PU with the latter element coming together with textile on the heel. Bold ASICS branding contrasts the side wall while underfoot a semi-trasnslucent Gel midsole provides cushioning with a podded rubber outsole for traction.
55,ASICS Gel-BND Mega Man, ASICS, 1021A313-400, 100, 135, 96, 96, 6374feabeae4ab372ce3e5f3, ASICS Gel-BND, Electric Blue/Electric Blue, 2019-10-31, The shared Japanese heritage of Capcom and ASICS is commemorated by a collection influenced by Mega Man. Unveiled in November 2019 the Gel BND sneaker nods to Rockman—the eponymous character's Japanese name—in blue synthetic patent leather with pixelated stripes in honor of the original 1987 video game. The left shoe's tongue is branded with Katakana insignia and a text graphic emerges on heel. The Gel-cushioned midsole and rubber outsole represent the robot's metal feet.
56,ASICS Gel-Lyte III Sneaker Lah Kuala Lumpur Towers, ASICS, 1203A073-020, 160, 109, 60, 60, 6374feabeae4ab372ce3e5f4, ASICS Gel-Lyte III, Piedmont Grey/Shamrock Green, 2020-12-19, Releasing for the 30th anniversary of the silhouette the HUNDRED% x SneakerLAH x Gel Lyte 3 'Petronas Twin Towers' emerges with a vibrant look. Bringing together Malaysia's multi-brand retailer and premier sneaker convention the shoe draws from Kuala Lumpur's Petronas Twin Towers. As a result the upper appears in metallic silver with suede overlaying the heel. Underfoot the speckled Gel midsole gives way to a translucent rubber outsole modeled after their glass windows.
57,ASICS Gel-Quantum 180 RE Black Carrier Grey, ASICS, 1201A376-001, 120, 82, 70, 70, 6374feabeae4ab372ce3e5f6, ASICS Gel-Quantum 180 RE, Black/Carrier Grey, 2021-10-02, Showcasing a stealthy lifestyle silhouette inspired by a running shoe from the brand's '90s archive the Gel Mai is the ASICS Gel Quantum 180 RE 'Black Carrier Grey.' Made from grey open-cell mesh with black nubuck overlays the upper features translucent tubing that wraps around the collar and is integrated into the toggle lacing system with molded 3D tiger stripes decorating the lateral heel. It's built on a sculpted EVA midsole with 180 degrees of visible ASICS Gel cushioning.
58,ASICS Gel-Nandi Pleasures, ASICS, 1201A125-100, 150, 603, 250, 250, 6374feabeae4ab372ce3e5fa, ASICS Gel-Nandi, Cream/Graphite Grey, 2020-12-04, ASICS teamed up with the Los Angeles streetwear brand to create the Pleasures x Gel Nandi 'Cream Graphite.' A reconstructed take on the early 2000s running shoe the design takes inspiration from the idea of music exploration in the forest. Built with ripstop nylon the shoe's upper is overlaid by black suede highlighted by the stylized Tiger stripes on the side wall. The toe box adds Pleasures branding while underfoot a lugged rubber outsole is included for traction.
59,ASICS Gel-Lyte III Hanon Solstice, ASICS, H51TK-4949, 160, 275, 256, 256, 6374feabeae4ab372ce3e601, ASICS Gel-Lyte III, Mid Blue/Mid Blue, 2015-11-28, A collaboration between ASICS and Scotland's Hanon the Hanon x Gel Lyte 3 'Solstice' features a look inspired by Scottish winters. Featuring a blue suede upper with perforations on the quarter panel and toe box a purple mudguard wraps around the base of the upper. Reflective 3M detailing emerges on the underlays and Tiger stripes while the Celtic knot and flame pattern on the lining gives the nod to Celtic solstice traditions. Hanon's logo appears on the heel.
60,ASICS Gel-Lyte V Ronnie Fieg Cove, ASICS, H41KK-4212, 160, 214, 235, 235, 6374feabeae4ab372ce3e602, ASICS Gel-Lyte V, Blue/Grey, 2014-04-05, Following the success of the ASICS Gel Lyte 3 designs by Ronnie Fieg that placed him on the map the founder of Kith revived the 'Cove' and 'Mint Leaf' colorways that were so common on the 3 and introduced them to the Gel Lyte 5 silhouette. Released in 2013 the design’s upper is dressed in pigskin nubuck and perforated underlays in the iconic aqua color. Tonal branding throughout completes the collaborative look.
61,ASICS Gel-1090 White Black, ASICS, 1021A285-100, 100, 108, 79, 79, 6374feabeae4ab372ce3e60b, ASICS Gel-1090, White/Black, 2019-11-01, Initially released in 2004 ASICS resurrects the Gel 1090 with a traditional design. This version was unveiled in November 2019 and shimmers with metallic silver components on a white mesh upper gradient-tinted branding stripes adorning the sides and assorted branding highlights. Vintage tiger claw marks line the toe and counter. The Gel-cushioned midsole with vivid curving lines and multicolored rubber outsole are supported by a secure midfoot shank.
62,ASICS Gel-Kiril Kiko Kostadinov Ice Mint, ASICS, 1023A019-400, 210, 329, 210, 210, 6374feabeae4ab372ce3e60d, ASICS Gel-Kiril, Ice Mint/Vibrant Yellow, 2020-02-08, ASICS teamed up with the Bulgarian designer to create the Kiko Kostadinov x Gel Kiril 'Ice Mint' a silhouette designed for the collaboration. Built with a mesh base the shoe's Vibrant Yellow base is overlaid by Ice Mint patent leather creating a checkerboard pattern. ASICS' spiral logo emerges at the heel while underfoot the Flytefoam Propel midsole works with visible Gel to provide cushioning.
63,ASICS Gel-Lyte III Ronnie Fieg The Palette Monarch, ASICS, 1201A224-028, 180, 195, 200, 200, 6374feabeae4ab372ce3e60e, ASICS Gel-Lyte III, Monarch/Monarch, 2020-11-27, Part of The Palette the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Monarch' released in November 2020 to celebrate 30 years of the silhouette. Limited to 300 pairs the shoe's pigskin suede upper draws from Kith's archives with its monochromatic look. The toe box and quarter panel include perforations for breathability while underfoot a contrasting blue midsole includes Gel for cushioning. The tongues include '30' and 'Fieg' in a debossed fashion.
64,ASICS Gel-Lyte III OG G-TX Winterized Pack (2020), ASICS, 1201A024-020, 110, 195, 220, 220, 6374feabeae4ab372ce3e611, ASICS Gel-Lyte III, Graphite Grey/Black, 2020-11-13, The Gel Lyte 3 Gore-Tex 'Winterized Pack' features a weatherized build on its retro running construction. The shoe's upper is built with a mix of ripstop and suede finished in Graphite Grey and black. Water-repellent Gore-Tex supports the fit while a full-length zipper emerges on the signature split tongue. The laces highlight the look in teal with a similar finish on the rubber outsole. Gel in the midsole provides cushioning.
65,ASICS Gel-Lyte III Ronnie Fieg Salmon Toe 2.0 (Special Box), ASICS, H6B4K-5001, 250, 579, 500, 500, 6374feabeae4ab372ce3e612, ASICS Gel-Lyte III, Navy/Salmon, 2016-11-22, The Ronnie Fieg x Gel Lyte 3 'Salmon Toe 2.0' dropped in 2016 the sequel to the Kith founder’s highly coveted ASICS collaboration from 2011. Made in Japan the sneaker makes use of color blocking that’s almost identical to its predecessor featuring a predominantly navy pigskin suede upper with contrasting salmon on the forefoot. The kicks are finished with a navy midsole replacing the white of the original.
66,ASICS Novablast SNS Cozy Pink (W), ASICS, 1202A131-700, 140, 126, 110, 110, 6374feabeae4ab372ce3e614, ASICS Novablast, Cozy Pink/Cozy Pink, 2021-01-30, ASICS and Sneakersnstuff teamed up to create the Sneakersnstuff x Wmns Novablast 'Cozy Pink.' The lightweight runner emerges with an almost-monochromatic pastel look built with mesh and bolstered by no-sew overlays on the heel and collar. The Tiger stripes add subtle variation to the upper while the tongue tags include mismatched SNS and ASICS branding. Underfoot a Flytefoam Blast midsole provides cushioning giving way to a contrasting outsole with rubber in high-wear areas.
67,ASICS Gel-Lyte V Ronnie Fieg Mint Leaf, ASICS, H40KK-8686, 160, 170, 190, 190, 6374feabeae4ab372ce3e615, ASICS Gel-Lyte V, Mint Leaf, 2014-04-05, Following the success of the ASICS Gel Lyte 3 designs by Ronnie Fieg that placed him on the map the founder of Kith revived the 'Cove' and 'Mint Leaf' colorways that were so common on the 3 and introduced them to the Gel Lyte 5 silhouette. Released in 2013 the upper is dressed in the signature green color in smooth pigskin nubuck with ventilated mesh underlays. The iconic look is completed by tonal branding on the midsole midfoot and tongue.
68,ASICS Gel-DS Trainer Vivienne Westwood, ASICS, 1191A254-002, 160, 209, 118, 118, 6374feabeae4ab372ce3e617, ASICS Gel-DS Trainer, Black/Grey, 2019-08-16, Based on the colors of Vivienne Westwood's orb logo the Vivienne Westwood x Gel DS Trainer OG 'Multicolor' released as part of a collaboration with the British fashion designer. The shoe's upper is built with a mix of mesh suede and leather with the black base accented by hits of red blue and yellow with 3M reflective detailing on the Tiger stripes. The signature orb logo appears on the heel with co-branding on the insole. A Gel midsole and rubber outsole provide cushioning and traction.
69,ASICS Gel-Lyte III Ronnie Fieg Volcano 2.0, ASICS, H74CK-3635, 250, 297, 200, 200, 6374feabeae4ab372ce3e619, ASICS Gel-Lyte III, Burgundy/Ash Pink, 2017-04-21, The Ronnie Fieg x Gel Lyte 3 'Volcano 2.0' puts the 2013 Gel Lyte 5 'Volcano' colorway on the Gel Lyte 3. Handcrafted in Japan the shoe features a mix of mesh nubuck neoprene and pigskin suede on the upper finished in various red hues as well as Ash Pink. Limited to 500 pairs the shoe is supported by Gel cushioning underfoot.
70,ASICS Gel-Lyte III Atmos World Map, ASICS, 1191A197-400, 150, 250, 325, 325, 6374feabeae4ab372ce3e61a, ASICS Gel-Lyte III, Blue/Blue, 2018-11-23, Introduced in November 2018 the atmos x ASICS Gel Lyte 3 'World Map' sneaker illustrates the sports brand's global impact. Reimagining the old-school classic from a cartographic perspective this version arrives with a hand-drawn map graphic printed on the leather upper. 3M reflective rope laces and shimmering forefoot windows offer a distinctive look. An icy semi-translucent application on the heel of the outsole continues the nautical theme.
71,ASICS Gel-Kayano 14 UB1-S Midnight (W), ASICS, 1202A127-400, 160, 100, 114, 114, 6374feabeae4ab372ce3e61b, ASICS Gel-Kayano 14, Midnight/White, 2020-11-27, ASICS tapped the London fashion designer to create the Kiko Kostadinov x Wmns UB1-S Gel Kayano 14 'Midnight Pink Tint' which updates the Gel Kayano 14. Featuring a color-blocked look the shoe's upper includes a mesh base overlaid by synthetic leather finished in blue and white and highlighted by pink and red. Underfoot the Gel midsole provides cushioning with a Trusstic system included for stability.
72,ASICS Gel-Lyte III Ronnie Fieg The Palette Quicksand, ASICS, 1201A224-202, 180, 200, 235, 235, 6374feabeae4ab372ce3e61c, ASICS Gel-Lyte III, Quicksand/Quicksand, 2020-11-27, The Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Quicksand' released as part of a 30-shoe collection known as The Palette. Limited to 300 pairs and celebrating 30 years of the silhouette the shoe features a pigskin suede upper finished in a monochromatic fashion inspired by past Kith collections. The left shoe includes '30' debossed on the left tongue with 'Fieg' on the right while the midsole incorporates Gel for cushioning.
73,ASICS Gel-Lyte V Ronnie Fieg Sage, ASICS, H42JK-8185, 170, 211, 290, 255, 6374feabeae4ab372ce3e61d, ASICS Gel-Lyte V, Dark Green/Mint, 2014-08-30, This Ronnie Fieg x Gel Lyte 5 'Sage' colorway features an open mesh sockliner and a subtle safari print on the Aqua Blue formstripes and heel tabs. It comes with a white leather heel wrap a ‘scratched’ detailing on the heel counter and a Sage pigskin leather with Sea Green overlays. The sneaker was released in 2014 alongside the Ronnie Fieg x Gel Lyte 5 'Rose Gold' colorway.
74,ASICS Gel-Lyte III Ronnie Fieg The Palette Hurricane, ASICS, 1201A224-201, 180, 175, 227, 227, 6374feabeae4ab372ce3e61e, ASICS Gel-Lyte III, Hurricane/Hurricane, 2020-11-27, Part of The Palette a 30-shoe collection the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Hurricane' was limited to 300 pairs. Celebrating the 30th anniversary of the silhouette the shoe's pigskin suede upper features a dark brown finish that incorporates a common Kith color. The split tongues include '30' debossed on the left shoe and 'Fieg' on the right while underfoot a dark blue midsole includes Gel in the heel for cushioning.
